10000 100000
5709 6890 1000000
3146 9205 1000000
6166 9478 1000000
8966 9478 1000000
222 7895 -218832
6002 5822 1000000
7573 6890 1000000
6226 7824 1000000
1041 5385 1000000
9403 9205 1000000
1380 728 -218963
4343 5385 1000000
4865 1182 -218593
9625 6890 1000000
9165 9478 1000000
8148 8706 1000000
9795 9478 1000000
5516 9205 1000000
5864 9478 1000000
6294 7824 1000000
3013 6890 1000000
7036 5379 -211547
3967 5822 1000000
678 5385 1000000
3100 5385 1000000
6359 9205 1000000
9875 8706 1000000
7638 5385 1000000
8672 9478 1000000
6579 5385 1000000
4610 7824 1000000
7537 9478 1000000
9844 2716 -212069
6900 8706 1000000
4562 562 -209812
8803 8706 1000000
6967 5822 1000000
4264 7824 1000000
6332 5385 1000000
4543 5385 1000000
183 5385 1000000
3055 6122 -214313
5500 6890 1000000
2774 5385 1000000
7229 5385 1000000
6103 4170 1000000
2069 7824 1000000
459 6890 1000000
1211 9205 1000000
1168 9205 1000000
9697 8706 1000000
5958 3594 1000000
1194 9205 1000000
3006 3594 1000000
3398 9478 1000000
8986 9205 1000000
4726 4170 1000000
4543 7824 1000000
4703 5822 1000000
8403 7824 1000000
5872 9291 -210994
3813 5822 1000000
8015 6890 1000000
6704 5822 1000000
6359 8706 1000000
5683 9205 1000000
5692 9478 1000000
7633 8706 1000000
354 8706 1000000
3259 6890 1000000
7712 9478 1000000
2781 7662 -213768
3854 9205 1000000
3744 3594 1000000
8628 5385 1000000
6674 8706 1000000
657 7824 1000000
6533 5385 1000000
7432 6117 -219650
141 9205 1000000
7540 6890 1000000
8707 4669 -213080
3347 3594 1000000
8944 3594 1000000
5174 7824 1000000
2943 9478 1000000
5484 6890 1000000
8098 8706 1000000
648 9478 1000000
6252 4170 1000000
5030 8706 1000000
5581 9478 1000000
8302 3651 -212278
1927 3594 1000000
8843 5385 1000000
8332 8706 1000000
2868 7824 1000000
6883 3594 1000000
8958 6890 1000000
1042 3594 1000000
3446 5385 1000000
1534 7824 1000000
258 5822 1000000
3534 9478 1000000
443 6890 1000000
3617 5822 1000000
4104 3620 -214893
1304 7824 1000000
7635 9205 1000000
2681 5822 1000000
1865 9205 1000000
5886 6890 1000000
282 5385 1000000
6985 8706 1000000
4699 8706 1000000
7506 4170 1000000
6918 5385 1000000
8159 9205 1000000
7545 7824 1000000
1490 5822 1000000
9868 7290 -214284
2245 9205 1000000
2217 5822 1000000
8316 7824 1000000
8532 8706 1000000
9120 5822 1000000
3170 6890 1000000
6451 5385 1000000
2345 7824 1000000
8817 8706 1000000
3484 7824 1000000
9776 5385 1000000
5795 5385 1000000
4064 3594 1000000
1546 5385 1000000
9230 8706 1000000
9807 8706 1000000
5701 7824 1000000
9541 4170 1000000
3667 9478 1000000
1810 4170 1000000
3054 8706 1000000
1321 8706 1000000
6010 4170 1000000
9080 6890 1000000
6872 4170 1000000
1609 7824 1000000
2207 9205 1000000
7681 3594 1000000
472 9478 1000000
4630 6890 1000000
7241 9478 1000000
189 9205 1000000
8506 6890 1000000
7280 5385 1000000
5411 8706 1000000
2032 7824 1000000
6468 5385 1000000
9614 5385 1000000
931 9205 1000000
9187 829 -219077
291 9478 1000000
5497 7824 1000000
497 6890 1000000
9023 8706 1000000
7920 4170 1000000
1264 5385 1000000
2305 7824 1000000
5016 7824 1000000
9200 5385 1000000
7739 8706 1000000
7300 7942 -210135
2466 6890 1000000
4323 3594 1000000
2838 7824 1000000
5395 9478 1000000
9624 4170 1000000
2997 9205 1000000
6074 4170 1000000
6442 8706 1000000
297 5822 1000000
3284 4170 1000000
6425 4170 1000000
6615 4170 1000000
1956 4170 1000000
2589 4170 1000000
3709 8706 1000000
8095 4170 1000000
8743 3594 1000000
5503 8706 1000000
9484 5822 1000000
7683 5385 1000000
5168 8706 1000000
9945 9050 -209950
3716 5385 1000000
9900 9478 1000000
9523 3594 1000000
7653 5822 1000000
2196 4170 1000000
7058 6890 1000000
7868 9478 1000000
2106 9478 1000000
8289 7824 1000000
9729 5385 1000000
271 3594 1000000
605 8706 1000000
2286 3594 1000000
2441 3594 1000000
6199 5385 1000000
6981 8350 -210925
465 5385 1000000
2369 7487 -211247
2795 4170 1000000
1056 9205 1000000
7720 6890 1000000
1991 8706 1000000
5775 8706 1000000
9664 9205 1000000
8949 9478 1000000
8685 5385 1000000
3415 3594 1000000
2470 5385 1000000
2813 4170 1000000
8655 3246 -214541
6228 9205 1000000
5903 9205 1000000
1378 6265 -216321
2078 6890 1000000
1113 4170 1000000
1546 8706 1000000
5041 48 -211558
9149 7824 1000000
5203 6890 1000000
9601 4170 1000000
8343 8706 1000000
3841 9478 1000000
5467 9205 1000000
8388 6890 1000000
1542 4170 1000000
2753 9205 1000000
9018 7824 1000000
3950 9205 1000000
5851 7824 1000000
6782 3594 1000000
8248 5385 1000000
7167 4170 1000000
3509 4170 1000000
1575 3594 1000000
9381 7824 1000000
7523 3594 1000000
5931 4170 1000000
9018 6890 1000000
1290 8788 -218204
7640 5385 1000000
6423 6890 1000000
3495 3594 1000000
4321 8485 -210532
1883 2373 -215817
6762 5822 1000000
2050 9478 1000000
8379 9205 1000000
3000 9205 1000000
875 3594 1000000
519 4170 1000000
961 5385 1000000
2765 5822 1000000
5029 4170 1000000
20 8706 1000000
9942 5385 1000000
8447 5822 1000000
8800 458 -219729
4978 3594 1000000
9959 5385 1000000
7103 9205 1000000
5507 3261 -219323
6364 6890 1000000
3242 5822 1000000
7515 9478 1000000
814 3594 1000000
4822 9205 1000000
2099 8706 1000000
8374 9478 1000000
6316 9205 1000000
9462 8706 1000000
7911 3594 1000000
1055 8706 1000000
8788 5822 1000000
6029 3594 1000000
2003 8706 1000000
4973 5822 1000000
9303 7824 1000000
9704 5822 1000000
2527 4170 1000000
201 6769 -217191
2284 6890 1000000
1758 9205 1000000
7848 9478 1000000
9636 9205 1000000
3619 6890 1000000
9875 3594 1000000
7231 5385 1000000
1718 7824 1000000
2790 9478 1000000
4831 3594 1000000
6876 7824 1000000
4059 9478 1000000
8557 5385 1000000
4935 4170 1000000
3083 5385 1000000
6276 9205 1000000
5461 5385 1000000
9989 4170 1000000
6526 5822 1000000
2674 7824 1000000
6709 4170 1000000
4590 5822 1000000
8834 5822 1000000
1765 8706 1000000
1534 6890 1000000
4887 8706 1000000
2910 9478 1000000
3167 6690 -211746
9393 9998 -215499
7701 4170 1000000
4160 5822 1000000
7993 6890 1000000
9518 8706 1000000
1039 4170 1000000
5776 6470 -214436
442 5385 1000000
3410 1132 -217472
8762 9478 1000000
4170 5822 1000000
7943 8706 1000000
9617 7824 1000000
9110 6890 1000000
7074 5385 1000000
5783 9478 1000000
9080 4170 1000000
1717 7569 -218196
727 9478 1000000
1084 7824 1000000
7916 9205 1000000
4614 7824 1000000
4642 4170 1000000
6872 9191 -211771
9435 9478 1000000
4181 160 -212405
2724 1425 -210835
2269 6890 1000000
5150 8745 -217385
3696 5822 1000000
6668 4170 1000000
5833 6890 1000000
9414 7824 1000000
5630 3594 1000000
4983 3594 1000000
2637 5385 1000000
8170 5822 1000000
8527 5385 1000000
3951 5385 1000000
8584 4170 1000000
6614 894 -218040
2988 5385 1000000
1617 2431 -218461
2493 5822 1000000
6046 9478 1000000
761 5385 1000000
4543 9205 1000000
488 9205 1000000
2582 4170 1000000
7729 7824 1000000
2160 4170 1000000
1944 9205 1000000
3988 5961 -210688
9910 9478 1000000
1349 514 -210121
3557 6890 1000000
1541 5822 1000000
7197 9205 1000000
4067 9478 1000000
9151 5385 1000000
1881 9205 1000000
7007 9478 1000000
3823 6890 1000000
5948 6890 1000000
9596 9205 1000000
1638 3594 1000000
384 9205 1000000
1270 5385 1000000
3815 6890 1000000
1701 4878 -218830
3042 5385 1000000
646 5385 1000000
1761 4170 1000000
1687 4170 1000000
7562 5385 1000000
6694 9478 1000000
8719 4170 1000000
505 1050 -215092
7168 9478 1000000
198 5822 1000000
6268 7824 1000000
5530 9478 1000000
6454 5385 1000000
4036 8706 1000000
5651 3594 1000000
9621 5822 1000000
4186 7824 1000000
4463 6890 1000000
3293 6890 1000000
7173 7824 1000000
4633 4170 1000000
249 5385 1000000
1932 4170 1000000
8180 3594 1000000
6689 5385 1000000
3770 8706 1000000
4701 5385 1000000
7148 9205 1000000
7997 5822 1000000
4173 8706 1000000
637 9478 1000000
5035 2039 -211438
8315 4170 1000000
972 9478 1000000
786 5822 1000000
3578 6890 1000000
7445 9478 1000000
8128 5822 1000000
6862 9205 1000000
7579 3594 1000000
9925 5385 1000000
2465 7824 1000000
1621 4170 1000000
1878 8706 1000000
7169 7824 1000000
1195 6890 1000000
7181 3882 -218936
6967 9205 1000000
3261 7824 1000000
5030 9205 1000000
8591 3594 1000000
5325 6890 1000000
6801 5822 1000000
9989 7824 1000000
812 5385 1000000
4705 7824 1000000
3777 8706 1000000
696 7824 1000000
9550 5822 1000000
1036 5822 1000000
659 4170 1000000
8151 9205 1000000
7545 9205 1000000
574 4170 1000000
3779 9478 1000000
5191 9478 1000000
1745 6890 1000000
5766 5822 1000000
8605 463 -209862
221 6890 1000000
7228 8706 1000000
2204 6890 1000000
6427 4170 1000000
6284 5224 -210406
8520 6890 1000000
6071 6890 1000000
1687 6890 1000000
7633 4170 1000000
7176 7824 1000000
8192 6890 1000000
3436 5385 1000000
9398 3849 -211662
6284 5822 1000000
1903 3594 1000000
7610 3594 1000000
4806 3594 1000000
3985 9478 1000000
666 6890 1000000
1593 4170 1000000
9094 9478 1000000
6589 2877 -216571
4510 5385 1000000
2480 8706 1000000
7443 9205 1000000
5859 8706 1000000
592 6062 -216691
2368 9205 1000000
2965 5822 1000000
9363 5385 1000000
4399 5822 1000000
337 5385 1000000
1840 8072 -214614
5731 9478 1000000
6583 9478 1000000
6756 9205 1000000
6057 57 -213186
9504 9478 1000000
9522 4170 1000000
2695 3594 1000000
2599 1645 -217059
9993 9478 1000000
8905 8706 1000000
1774 5385 1000000
704 9478 1000000
375 4170 1000000
2076 3594 1000000
5835 3594 1000000
8715 5822 1000000
2974 9478 1000000
5717 4170 1000000
5460 5822 1000000
3136 9205 1000000
466 5385 1000000
9196 3594 1000000
5727 3594 1000000
1717 7824 1000000
9882 9205 1000000
8374 1099 -211667
6055 3594 1000000
7228 5822 1000000
6038 9478 1000000
2096 5385 1000000
9455 6890 1000000
1190 9478 1000000
559 5822 1000000
9974 3594 1000000
8541 5822 1000000
6395 3062 -210690
8050 5822 1000000
4437 8706 1000000
6604 3594 1000000
4157 5822 1000000
90 7824 1000000
9724 8706 1000000
2272 5822 1000000
6061 5822 1000000
2995 9205 1000000
4132 3594 1000000
5858 3594 1000000
1647 5385 1000000
6549 6890 1000000
5815 4170 1000000
3105 6890 1000000
612 5822 1000000
361 6931 -214269
7607 7824 1000000
1479 6890 1000000
1061 9205 1000000
6677 5385 1000000
4316 7824 1000000
1321 7824 1000000
7215 5822 1000000
9406 6890 1000000
2579 8706 1000000
6104 5385 1000000
4364 8706 1000000
5010 5385 1000000
7527 6890 1000000
5232 9205 1000000
7159 5385 1000000
4147 3467 -212085
2493 4170 1000000
5075 8706 1000000
6538 5385 1000000
7330 3594 1000000
5449 9205 1000000
6151 5385 1000000
5156 9478 1000000
2878 8706 1000000
9297 7824 1000000
5716 4170 1000000
8011 8706 1000000
4973 9478 1000000
1906 5822 1000000
9743 3927 -213201
439 6890 1000000
2237 6890 1000000
6653 3594 1000000
257 8706 1000000
9123 4170 1000000
221 7824 1000000
6215 5385 1000000
1886 9478 1000000
3094 5822 1000000
1747 8992 -210465
1701 4170 1000000
9750 9205 1000000
9749 3492 -218190
3684 5822 1000000
9895 6890 1000000
6712 7824 1000000
3533 8706 1000000
4405 5822 1000000
8166 5385 1000000
8247 9205 1000000
2037 6890 1000000
621 6890 1000000
5967 4170 1000000
7208 3594 1000000
1034 5385 1000000
3332 6562 -211796
3283 9478 1000000
7965 5385 1000000
2254 6890 1000000
7432 5385 1000000
2698 6890 1000000
6177 6890 1000000
3524 5822 1000000
4764 9478 1000000
3544 9478 1000000
2258 7824 1000000
9749 8706 1000000
7932 4170 1000000
5686 9205 1000000
7740 2564 -212523
4961 9478 1000000
3204 6890 1000000
6633 5385 1000000
445 9205 1000000
2778 7824 1000000
8647 9478 1000000
8270 6890 1000000
1038 7824 1000000
8101 7300 -210134
401 5822 1000000
1222 8706 1000000
2385 9383 -212004
4954 563 -213315
5796 9478 1000000
5715 6890 1000000
5042 5822 1000000
8587 5385 1000000
3420 4170 1000000
6157 9478 1000000
1361 8706 1000000
9235 6890 1000000
2232 8706 1000000
9213 5822 1000000
8241 5385 1000000
6585 4170 1000000
7634 8706 1000000
1914 4170 1000000
9292 5385 1000000
4565 5385 1000000
3166 3594 1000000
9998 5385 1000000
4846 5822 1000000
4014 5385 1000000
4533 4170 1000000
6243 6890 1000000
2698 4170 1000000
678 6890 1000000
6488 5385 1000000
7199 6890 1000000
6137 5385 1000000
8254 4170 1000000
5054 7824 1000000
7891 4170 1000000
3308 2735 -214694
9437 9205 1000000
9085 4170 1000000
7253 5822 1000000
3353 7824 1000000
299 9205 1000000
9622 6890 1000000
2066 5385 1000000
4557 4889 -209788
170 3594 1000000
8161 4422 -215265
1050 9478 1000000
8223 9478 1000000
7014 7824 1000000
3456 9205 1000000
9090 5385 1000000
9199 3594 1000000
2459 9205 1000000
8626 4170 1000000
79 5385 1000000
7761 7824 1000000
2894 6890 1000000
7494 3594 1000000
3110 1319 -215775
6409 7824 1000000
6118 2633 -209930
9785 5822 1000000
1961 7098 -219561
9763 9205 1000000
8506 6089 -210627
1596 4170 1000000
2140 3594 1000000
7954 9478 1000000
7034 5822 1000000
4479 5385 1000000
3837 9478 1000000
3898 6890 1000000
9734 6890 1000000
9843 4170 1000000
3343 8706 1000000
63 7824 1000000
6270 3956 -213506
9850 5385 1000000
2376 9205 1000000
6247 6890 1000000
546 9205 1000000
8652 9478 1000000
1732 8706 1000000
7379 9205 1000000
7431 9205 1000000
1632 6890 1000000
5820 3594 1000000
2244 7824 1000000
9927 5385 1000000
7310 9205 1000000
9688 9205 1000000
8470 6890 1000000
7444 5822 1000000
6030 5822 1000000
1563 7824 1000000
7822 3883 -216030
3870 554 -214550
7817 4170 1000000
7466 7824 1000000
7533 3594 1000000
26 4170 1000000
3979 4580 -213045
6884 1219 -214301
627 6890 1000000
6980 6890 1000000
2414 8706 1000000
2567 5385 1000000
2560 5822 1000000
9413 5385 1000000
9054 9478 1000000
2417 3594 1000000
1205 5385 1000000
7979 9205 1000000
7093 8706 1000000
5505 8706 1000000
455 6890 1000000
83 5822 1000000
95 4170 1000000
1497 4096 -210665
5224 9478 1000000
9287 5822 1000000
797 8706 1000000
2257 1775 -218154
5163 5385 1000000
6316 5822 1000000
979 9205 1000000
6194 5822 1000000
9133 9478 1000000
9646 8706 1000000
2000 6890 1000000
3453 3594 1000000
5836 4569 -219359
5654 8706 1000000
4368 5822 1000000
1435 3594 1000000
2352 4170 1000000
248 5385 1000000
3514 3594 1000000
9187 5822 1000000
8135 7824 1000000
3788 9205 1000000
2551 9478 1000000
2281 9478 1000000
795 9478 1000000
8133 7836 -212551
8943 8706 1000000
1061 9478 1000000
1561 5822 1000000
4796 5822 1000000
6514 8706 1000000
8202 5385 1000000
773 6890 1000000
5483 8864 -211637
5716 9478 1000000
4753 3594 1000000
5620 5385 1000000
5971 9205 1000000
7455 9205 1000000
4845 4170 1000000
6943 6167 -212677
6948 6890 1000000
7895 7824 1000000
2748 8706 1000000
2780 3594 1000000
8226 4170 1000000
8678 6890 1000000
4788 3594 1000000
5732 4170 1000000
3252 7824 1000000
574 5385 1000000
3470 9478 1000000
6803 5822 1000000
2561 4170 1000000
6081 5385 1000000
7398 5647 -213344
4141 6890 1000000
3528 3594 1000000
9971 3594 1000000
502 4170 1000000
7000 9205 1000000
5494 6890 1000000
4394 7824 1000000
8957 4170 1000000
9857 3594 1000000
6030 4170 1000000
6827 6885 -214864
7369 6890 1000000
8463 4170 1000000
8049 3594 1000000
9502 4170 1000000
9967 5385 1000000
7057 6890 1000000
9319 7824 1000000
6888 9478 1000000
990 4170 1000000
8253 4170 1000000
435 8706 1000000
1775 9205 1000000
4504 4170 1000000
650 6890 1000000
9091 6890 1000000
8671 8706 1000000
823 3594 1000000
6694 7824 1000000
1655 9478 1000000
8714 5822 1000000
5098 9205 1000000
7843 5822 1000000
6998 8706 1000000
9424 9478 1000000
1702 2623 -219279
8842 9205 1000000
9669 8706 1000000
2193 5385 1000000
6512 6890 1000000
7568 4170 1000000
5482 5385 1000000
8462 9478 1000000
7169 4170 1000000
7339 8840 -216743
1903 5822 1000000
3188 7824 1000000
633 8706 1000000
9497 3364 -217273
4306 9478 1000000
4722 5822 1000000
1437 4170 1000000
3337 3594 1000000
8227 9478 1000000
8696 6890 1000000
3378 8206 -217494
3148 3594 1000000
2420 5822 1000000
8535 3594 1000000
8279 9478 1000000
8868 5822 1000000
6619 4170 1000000
5747 3594 1000000
8225 7824 1000000
3249 4170 1000000
7716 7824 1000000
3908 9478 1000000
1010 9478 1000000
3086 6890 1000000
1305 751 -216007
1175 6890 1000000
8975 6890 1000000
819 5385 1000000
6882 1157 -210204
1850 4170 1000000
4548 4170 1000000
3459 8706 1000000
6480 5822 1000000
7514 4170 1000000
8990 8706 1000000
3967 9205 1000000
3746 9205 1000000
2675 9478 1000000
6696 5822 1000000
5078 4170 1000000
360 7824 1000000
8060 3594 1000000
6212 8706 1000000
6713 8706 1000000
3699 9205 1000000
767 9205 1000000
4384 6890 1000000
3445 8913 -211100
5424 5385 1000000
1376 9205 1000000
6320 4170 1000000
8119 9478 1000000
9260 5822 1000000
2445 5318 -213825
7875 4508 -214874
1635 4170 1000000
2537 5822 1000000
4507 9017 -214601
9875 6890 1000000
4317 5385 1000000
4973 4170 1000000
4372 8706 1000000
9465 7824 1000000
5073 7824 1000000
6753 3885 -216708
7540 7824 1000000
9989 5822 1000000
1636 5385 1000000
7485 6622 -213573
7454 9478 1000000
7558 7824 1000000
6128 8706 1000000
7266 4170 1000000
8089 6890 1000000
2451 9478 1000000
2771 5385 1000000
144 9478 1000000
3357 9205 1000000
7870 5385 1000000
3228 8706 1000000
1333 3594 1000000
7679 3594 1000000
151 5385 1000000
1938 8706 1000000
9436 2519 -218447
5609 4170 1000000
3021 4170 1000000
7355 5822 1000000
4490 9478 1000000
1245 9478 1000000
7950 2452 -213817
3338 9478 1000000
1164 8706 1000000
2006 5822 1000000
3441 5822 1000000
3873 6890 1000000
2796 9205 1000000
2301 8706 1000000
2971 4170 1000000
5755 3594 1000000
7977 7824 1000000
1947 9478 1000000
4395 9205 1000000
7121 9478 1000000
3449 9205 1000000
6544 6890 1000000
1911 5385 1000000
6985 5822 1000000
8801 9205 1000000
5148 9478 1000000
548 3594 1000000
1647 5268 -217525
2393 9478 1000000
1777 7824 1000000
5918 9478 1000000
7348 4170 1000000
1674 5385 1000000
4760 3594 1000000
1351 8706 1000000
8279 3594 1000000
6210 5822 1000000
6390 5970 -218799
4256 9478 1000000
2759 3300 1000000
8108 9478 1000000
246 9205 1000000
569 5822 1000000
7403 7824 1000000
9080 3594 1000000
3118 9205 1000000
3270 4170 1000000
1467 4170 1000000
2485 6890 1000000
3272 9205 1000000
584 571 -219653
7621 5385 1000000
8430 9478 1000000
1219 5822 1000000
8839 4170 1000000
3010 5385 1000000
8930 9205 1000000
1103 9713 -212134
2764 4170 1000000
997 8706 1000000
9216 9478 1000000
2812 7824 1000000
6867 9205 1000000
2304 6890 1000000
9406 4170 1000000
4767 5385 1000000
6831 5385 1000000
9262 9478 1000000
1274 4170 1000000
9154 3594 1000000
4538 5385 1000000
2167 9205 1000000
1119 9478 1000000
6292 387 -214799
1882 8706 1000000
8088 5822 1000000
626 3594 1000000
3230 9205 1000000
8784 9205 1000000
4552 9205 1000000
9896 9205 1000000
9973 7824 1000000
5777 7824 1000000
9337 5822 1000000
1714 7824 1000000
9154 9205 1000000
6448 9205 1000000
8623 5214 -215450
6809 4170 1000000
1397 3594 1000000
5984 5385 1000000
3258 5822 1000000
5599 7824 1000000
5087 4170 1000000
8494 9205 1000000
6153 6890 1000000
1441 8706 1000000
3945 5822 1000000
8737 9205 1000000
9834 8706 1000000
8504 6890 1000000
1598 8706 1000000
8314 3594 1000000
8973 5385 1000000
3716 4170 1000000
5027 8706 1000000
372 3594 1000000
5536 4170 1000000
9987 5385 1000000
7685 5822 1000000
1548 3300 1000000
9799 9205 1000000
6631 3594 1000000
2297 8706 1000000
7121 9205 1000000
3035 5822 1000000
3064 4170 1000000
8373 5385 1000000
6553 8706 1000000
2855 6890 1000000
7980 7824 1000000
9165 3594 1000000
1718 4170 1000000
8275 7824 1000000
1143 3594 1000000
4558 4170 1000000
7245 6890 1000000
8181 7824 1000000
9287 6890 1000000
1170 6890 1000000
6612 3594 1000000
3549 9478 1000000
8983 2577 -213402
3381 3594 1000000
2382 7824 1000000
8307 9478 1000000
9940 9205 1000000
2109 5822 1000000
5443 4170 1000000
5865 3594 1000000
2636 9205 1000000
304 3594 1000000
9835 5385 1000000
1440 6890 1000000
5648 6890 1000000
2814 7824 1000000
6137 8706 1000000
8251 4170 1000000
8273 6890 1000000
8127 5763 -217780
940 5822 1000000
5372 5385 1000000
1776 5822 1000000
1197 6890 1000000
271 9205 1000000
9211 4170 1000000
2862 9032 -218745
9294 9478 1000000
1613 9478 1000000
7325 7824 1000000
3162 3594 1000000
6736 8706 1000000
7125 5822 1000000
6978 3594 1000000
7519 8478 -216666
8749 3594 1000000
483 4170 1000000
7275 6890 1000000
5294 9478 1000000
8230 8706 1000000
5287 9441 -212606
2691 9205 1000000
8806 9478 1000000
8619 6890 1000000
